client_id,monthly_income_cop,credit_exposure_cop,avg_days_late_last_year,num_active_products,credit_utilization,months_with_bank,product_usage_score,competitor_rate_inquiries,complaint_count_last_year,active_products_change_6m,client_value_score,defaulted_30_60_days,churned_3_months
CL100289,1773828.0,3202501.0,1.1,1,0.123,50,0.824,0,0,-2,0.288,0,0
CL100290,2182407.0,3371939.0,12.8,5,0.511,133,0.594,1,0,0,0.326,1,0
CL100291,1892671.0,11147745.0,9.9,5,0.129,73,0.612,0,0,0,0.207,0,0
CL100292,1803640.0,5688121.0,6.0,2,0.603,43,0.957,0,0,-2,0.442,0,0
CL100293,3703545.0,5418692.0,5.8,4,0.14,126,0.847,0,0,-1,0.422,0,0
CL100294,2895035.0,1734723.0,0.7,1,0.092,105,0.391,0,0,1,0.053,0,0
CL100295,1712638.0,6421162.0,8.5,5,0.542,36,0.535,1,0,-1,0.662,0,0
CL100296,3797297.0,2083593.0,19.4,3,0.06,101,0.609,0,0,0,0.567,0,0
CL100297,2823957.0,1805207.0,0.8,2,0.329,3,0.569,0,0,0,0.825,0,0
CL100298,3636132.0,3132243.0,2.4,4,0.446,36,0.865,1,1,1,0.853,0,0
CL100299,3317806.0,2649668.0,18.6,4,0.379,112,0.757,0,1,-1,0.805,0,0
CL100300,1599981.0,3419074.0,2.7,2,0.459,45,0.359,1,0,0,0.304,1,1
CL100301,1830152.0,1456159.0,8.5,4,0.516,100,0.069,0,0,-1,0.231,0,1
CL100302,3518857.0,7811999.0,6.1,5,0.494,157,0.523,0,0,0,0.401,0,0
CL100303,3286012.0,8792243.0,7.3,4,0.419,154,0.814,0,1,-2,0.48,0,0
CL100304,2396570.0,1021579.0,4.3,1,0.41,136,0.772,1,0,-1,0.653,0,0
CL100305,2568066.0,7920148.0,2.9,3,0.252,73,0.576,0,0,1,0.337,0,0
CL100306,4587439.0,2263969.0,0.4,5,0.311,150,0.856,0,0,1,0.805,1,0
CL100307,1801652.0,7274480.0,10.9,2,0.33,69,0.342,1,0,-2,0.09,0,0
CL100308,3183681.0,3805993.0,11.0,3,0.551,172,0.424,1,0,-1,0.095,1,0
CL100309,2188887.0,4074029.0,8.9,5,0.107,169,0.825,0,0,-2,0.367,0,0
CL100310,2172001.0,3507562.0,8.3,3,0.283,164,0.725,0,0,-2,0.551,0,0
CL100311,4194935.0,9327620.0,2.2,4,0.641,158,0.48,0,0,0,0.711,0,0
CL100312,3659028.0,1676617.0,0.2,2,0.54,49,0.277,0,0,1,0.376,0,1
CL100313,3637310.0,6110311.0,13.2,2,0.518,109,0.235,0,0,1,0.869,1,0
CL100314,4651682.0,8631519.0,5.4,1,0.367,119,0.7,0,0,-1,0.427,0,0
CL100315,2447315.0,6592466.0,2.9,4,0.487,17,0.837,0,0,0,0.393,0,0
CL100316,3405753.0,20323517.0,0.9,1,0.439,158,0.398,0,1,-1,0.164,0,0
CL100317,2073745.0,2757230.0,0.5,1,0.439,124,0.508,1,0,-2,0.064,0,0
CL100318,2847874.0,7803738.0,3.4,4,0.303,4,0.627,1,0,-1,0.424,0,0
CL100319,2269179.0,3707011.0,13.1,5,0.405,163,0.716,1,1,0,0.627,0,0
CL100320,2542092.0,9467583.0,20.1,1,0.247,84,0.877,1,1,1,0.334,0,0
CL100321,3261111.0,3971354.0,18.2,3,0.125,145,0.808,0,0,0,0.825,0,0
CL100322,1608624.0,3043403.0,20.2,5,0.561,135,0.332,0,0,-1,0.289,1,0
CL100323,6894218.0,9961623.0,19.1,4,0.367,103,0.613,0,0,1,0.301,0,0
CL100324,1464451.0,2830338.0,6.0,2,0.595,117,0.643,0,0,-2,0.354,0,0
CL100325,1319688.0,1485247.0,2.0,5,0.356,62,0.673,1,0,1,0.218,0,0
CL100326,4321251.0,2780683.0,12.8,1,0.47,58,0.956,1,0,1,0.648,0,0
CL100327,3597794.0,6158372.0,1.9,3,0.458,172,0.756,1,0,0,0.182,0,0
CL100328,3308680.0,10579483.0,2.5,4,0.121,58,0.628,1,0,-1,0.066,0,0
CL100329,3315678.0,4315788.0,2.1,2,0.277,106,0.831,1,0,-2,0.204,0,0
CL100330,2406964.0,10046531.0,5.8,3,0.231,72,0.923,1,0,0,0.739,1,0
CL100331,1546296.0,1543059.0,3.1,2,0.128,137,0.774,2,0,0,0.336,0,0
CL100332,2515299.0,2927665.0,1.3,4,0.312,6,0.435,1,0,-2,0.328,0,0
CL100333,1726176.0,3262477.0,4.8,5,0.202,19,0.679,0,0,-1,0.783,0,0
CL100334,3943424.0,3685101.0,16.6,1,0.154,86,0.57,0,0,-2,0.314,0,0
CL100335,2250069.0,4234882.0,6.8,4,0.078,111,0.157,0,0,-2,0.18,0,0
CL100336,1602782.0,6476156.0,16.9,3,0.229,148,0.246,2,0,1,0.326,0,0
CL100337,2062248.0,2924503.0,1.7,5,0.381,64,0.33,3,0,-2,0.07,1,1
CL100338,2977116.0,4400902.0,1.5,2,0.328,155,0.988,2,1,1,0.144,0,0
CL100339,1826912.0,3868642.0,6.9,5,0.178,135,0.772,0,0,-1,0.384,0,0
CL100340,1605410.0,2088334.0,5.0,5,0.249,118,0.864,0,0,-1,0.67,1,0
CL100341,2735551.0,3687404.0,8.6,3,0.282,24,0.331,1,0,-1,0.137,0,0
CL100342,2737302.0,3610794.0,12.7,1,0.271,123,0.315,0,0,-2,0.271,0,1
CL100343,1879523.0,3557055.0,11.1,5,0.636,8,0.898,0,0,1,0.378,0,0
CL100344,1913569.0,4082547.0,22.8,5,0.177,67,0.794,0,0,0,0.582,0,0
CL100345,2719681.0,4209993.0,4.1,1,0.395,11,0.667,0,2,0,0.424,0,0
CL100346,1174036.0,2950229.0,1.8,1,0.242,100,0.45,0,0,-1,0.786,0,0
CL100347,1198125.0,9731711.0,6.4,2,0.218,66,0.591,1,0,0,0.473,0,0
CL100348,1690911.0,1760949.0,0.9,2,0.728,129,0.768,0,0,0,0.156,0,0
CL100349,2176604.0,2410443.0,2.7,1,0.186,7,0.785,0,0,-1,0.266,0,1
CL100350,2829056.0,27951308.0,1.9,4,0.239,24,0.623,1,1,-1,0.165,0,0
CL100351,5064055.0,1930725.0,4.0,1,0.193,140,0.664,1,1,-2,0.363,0,0
CL100352,3718496.0,1547841.0,0.9,2,0.863,63,0.743,0,0,-2,0.389,0,0
CL100353,2235624.0,6676695.0,0.3,3,0.16,72,0.757,0,0,1,0.356,0,0
CL100354,2398831.0,932865.0,8.6,3,0.311,141,0.511,0,0,-1,0.533,0,0
CL100355,1467008.0,3386503.0,7.5,5,0.345,88,0.817,0,0,0,0.323,0,0
CL100356,2399434.0,17931642.0,9.9,3,0.095,116,0.969,0,0,0,0.661,1,1
CL100357,2096271.0,1353961.0,8.6,2,0.574,24,0.295,0,0,1,0.549,0,0
CL100358,2845813.0,997118.0,1.0,3,0.565,38,0.968,0,0,0,0.188,0,0
CL100359,1601393.0,1398028.0,2.8,4,0.426,10,0.834,0,0,1,0.378,0,0
CL100360,3139811.0,7488295.0,1.1,1,0.382,158,0.499,2,1,-1,0.504,0,0
CL100361,5211454.0,8774354.0,14.8,1,0.289,88,0.464,0,0,-2,0.035,0,0
CL100362,2293570.0,2788984.0,11.0,2,0.124,27,0.512,0,1,0,0.284,0,1
CL100363,2960462.0,6441350.0,1.8,5,0.565,30,0.747,0,0,-2,0.323,0,0
CL100364,3419729.0,10566284.0,3.3,1,0.16,128,0.526,0,0,-2,0.172,1,0
CL100365,1981550.0,13952126.0,27.2,3,0.085,117,0.592,0,0,1,0.561,0,0
CL100366,2708881.0,3360382.0,7.2,4,0.416,2,0.457,1,1,0,0.123,0,0
CL100367,2437044.0,797287.0,12.9,5,0.128,8,0.606,0,1,-2,0.499,0,0
CL100368,2542957.0,2247625.0,2.5,5,0.653,145,0.866,0,0,-2,0.526,0,0
CL100369,1645402.0,2961591.0,1.9,5,0.074,48,0.476,0,0,-2,0.487,0,0
CL100370,2451609.0,3330866.0,12.3,1,0.197,64,0.624,2,2,-2,0.443,0,0
CL100371,3106475.0,3500787.0,9.3,5,0.603,141,0.281,1,0,1,0.571,0,0
CL100372,5003118.0,8738300.0,9.1,2,0.117,149,0.899,0,0,1,0.545,1,0
CL100373,3912298.0,9743392.0,6.4,3,0.222,107,0.833,0,2,1,0.546,0,1
CL100374,7107003.0,3540677.0,6.6,4,0.422,130,0.363,1,0,-1,0.275,0,0
CL100375,1650067.0,8614345.0,10.6,3,0.275,127,0.884,0,0,1,0.559,0,0
CL100376,3745854.0,5128701.0,2.5,2,0.236,84,0.614,0,0,-2,0.145,0,1
CL100377,2654246.0,4177210.0,3.5,2,0.412,151,0.619,1,0,0,0.363,0,0
CL100378,7238333.0,7531320.0,16.4,3,0.166,16,0.824,0,0,-2,0.092,0,1
CL100379,1616624.0,4199922.0,3.0,1,0.299,141,0.698,0,0,-1,0.5,1,0
CL100380,1591423.0,16860224.0,6.3,2,0.125,132,0.515,1,0,0,0.405,1,1
CL100381,1794620.0,1458782.0,9.7,5,0.362,2,0.608,0,1,1,0.56,0,0
CL100382,837396.0,2783947.0,76.0,4,0.223,114,0.811,0,0,-2,0.43,1,0
CL100383,1861927.0,3654379.0,4.6,4,0.298,65,0.783,1,0,-1,0.211,0,0
CL100384,1656858.0,5430908.0,4.5,2,0.537,26,0.29,0,0,-1,0.432,0,0
CL100385,2610877.0,9699378.0,14.8,5,0.107,30,0.458,0,0,-1,0.138,0,1
CL100386,2873031.0,3925173.0,13.1,3,0.643,118,0.828,0,0,1,0.523,0,0
CL100387,6187771.0,1475399.0,10.5,4,0.126,38,0.373,0,0,-1,0.214,0,0
CL100388,3895030.0,7201211.0,5.0,5,0.078,148,0.608,0,0,0,0.517,0,0
CL100389,1814913.0,6773111.0,3.1,5,0.458,25,0.438,1,0,1,0.627,1,1
CL100390,1545399.0,1025508.0,7.5,1,0.278,125,0.449,2,0,0,0.431,1,0
CL100391,3097047.0,3982169.0,16.7,2,0.151,52,0.853,0,0,-1,0.641,1,0
CL100392,1251538.0,1311787.0,17.2,5,0.526,83,0.543,0,1,1,0.355,1,0
CL100393,6050971.0,2507368.0,0.9,3,0.133,91,0.478,0,0,0,0.418,0,0
CL100394,4367582.0,2122348.0,4.5,4,0.57,138,0.205,0,2,1,0.405,0,1
CL100395,1915352.0,7035542.0,5.0,1,0.394,169,0.303,0,2,1,0.424,0,0
CL100396,1028316.0,4333045.0,30.4,3,0.475,61,0.607,0,0,0,0.217,0,0
CL100397,4765610.0,1623486.0,9.1,4,0.212,111,0.652,0,0,-1,0.74,0,0
CL100398,2286951.0,7393015.0,4.2,2,0.732,2,0.638,1,0,0,0.316,0,0
CL100399,4496942.0,1463492.0,0.2,3,0.139,81,0.425,0,0,1,0.294,0,0
CL100400,1091197.0,5030750.0,6.7,4,0.451,135,0.774,0,0,-1,0.485,0,0
CL100401,1794635.0,2258457.0,0.8,1,0.265,60,0.582,0,1,1,0.15,0,0
CL100402,2428105.0,3091064.0,14.4,4,0.295,80,0.506,1,1,0,0.54,0,0
CL100403,2479309.0,5682998.0,11.2,5,0.362,113,0.682,0,0,-2,0.573,0,1
CL100404,1933741.0,5751749.0,4.9,1,0.418,27,0.574,0,0,-2,0.622,0,0
CL100405,3306580.0,10179418.0,4.5,3,0.15,1,0.753,0,1,-2,0.343,0,1
CL100406,1420032.0,3769385.0,18.2,2,0.174,86,0.824,0,0,0,0.378,1,0
CL100407,2255338.0,4948107.0,2.7,1,0.616,155,0.845,2,0,1,0.305,0,1
CL100408,2571880.0,2939012.0,2.3,1,0.46,80,0.496,1,0,1,0.367,0,1
CL100409,3132116.0,4535260.0,22.4,1,0.384,60,0.716,0,0,-2,0.314,0,0
CL100410,3456640.0,5431035.0,13.3,4,0.551,53,0.85,0,1,0,0.072,0,0
CL100411,1380117.0,3727257.0,13.7,5,0.302,36,0.191,0,0,-2,0.144,0,0
CL100412,1124606.0,1129601.0,1.7,2,0.305,152,0.429,0,1,-2,0.263,0,1
CL100413,4587466.0,5035531.0,1.2,2,0.39,35,0.479,0,0,-1,0.674,0,0
CL100414,2859499.0,5153533.0,0.2,5,0.21,33,0.436,1,0,-2,0.653,0,0
CL100415,1665701.0,2480271.0,2.2,4,0.635,145,0.466,0,1,0,0.43,0,0
CL100416,5259655.0,1624855.0,11.9,4,0.135,69,0.755,0,0,1,0.262,0,0
CL100417,2565945.0,11218956.0,2.2,5,0.077,163,0.308,0,0,-2,0.391,0,0
CL100418,4367270.0,5632207.0,10.4,5,0.324,107,0.965,0,0,0,0.286,0,0
CL100419,2504900.0,3401215.0,2.3,3,0.526,175,0.815,0,0,1,0.177,0,0
CL100420,6786012.0,1801404.0,4.0,4,0.076,98,0.741,0,0,-1,0.216,0,0
CL100421,5825005.0,2246153.0,32.7,1,0.129,96,0.43,0,0,0,0.619,0,0
CL100422,2138292.0,9937373.0,2.2,2,0.114,89,0.497,1,0,-1,0.581,0,0
CL100423,3936433.0,4396694.0,3.8,4,0.426,59,0.417,1,0,-1,0.152,0,1
CL100424,3344033.0,2715778.0,2.9,5,0.687,61,0.422,0,0,-1,0.297,1,0
CL100425,4800909.0,5704595.0,0.9,1,0.299,150,0.871,0,1,-1,0.466,0,0
CL100426,1494853.0,2257845.0,5.4,3,0.122,27,0.574,0,0,-2,0.213,1,0
CL100427,3412739.0,11416727.0,3.8,3,0.22,112,0.602,0,0,0,0.479,0,0
CL100428,4111145.0,10292853.0,9.5,1,0.354,90,0.483,0,0,1,0.452,0,0
CL100429,1005133.0,2880280.0,13.6,1,0.135,15,0.688,0,0,-2,0.743,0,0
CL100430,1340255.0,2571322.0,6.3,5,0.262,164,0.455,2,1,1,0.545,0,0
CL100431,873605.0,638774.0,0.3,5,0.22,109,0.44,1,0,1,0.046,0,0
CL100432,2116547.0,1415359.0,7.7,2,0.487,41,0.558,2,0,1,0.835,0,1
CL100433,3466899.0,1563396.0,0.5,2,0.64,173,0.505,0,0,1,0.789,0,0
CL100434,5132885.0,4389093.0,7.7,3,0.072,171,0.634,0,0,1,0.347,0,0
CL100435,2513150.0,3177599.0,9.2,1,0.299,12,0.829,3,0,-1,0.248,0,0
CL100436,5467367.0,1556990.0,1.8,3,0.648,96,0.47,0,0,-2,0.159,0,1
CL100437,1214629.0,3279446.0,13.7,5,0.118,4,0.908,1,0,1,0.811,0,0
CL100438,1033342.0,5687242.0,19.4,4,0.381,119,0.453,0,0,-1,0.171,0,0
CL100439,2355412.0,5777534.0,13.4,5,0.3,5,0.545,0,0,1,0.06,1,1
CL100440,2934456.0,1056245.0,2.9,4,0.501,130,0.439,0,2,1,0.371,1,0
CL100441,2382480.0,3649919.0,7.1,1,0.148,46,0.832,0,2,-1,0.339,0,0
CL100442,861370.0,1516115.0,19.7,1,0.008,75,0.447,0,1,0,0.277,0,0
CL100443,2316203.0,7505976.0,3.1,1,0.092,126,0.864,0,0,1,0.383,0,0
CL100444,1261441.0,6912919.0,13.7,2,0.125,137,0.6,0,0,-2,0.41,1,1
CL100445,3384905.0,2129464.0,0.1,2,0.422,136,0.533,1,0,-1,0.098,1,0
CL100446,2908939.0,2335574.0,0.0,4,0.223,58,0.485,0,0,0,0.791,0,0
CL100447,1513689.0,2891000.0,11.4,3,0.685,103,0.301,0,0,0,0.417,0,0
CL100448,1873027.0,824922.0,11.5,3,0.62,63,0.532,1,0,-1,0.226,0,1
CL100449,1426013.0,5051409.0,12.4,4,0.217,143,0.772,0,0,0,0.298,0,1
CL100450,2347028.0,3298600.0,21.3,2,0.265,73,0.331,0,0,0,0.09,0,0
CL100451,3904230.0,7874361.0,1.0,5,0.288,170,0.659,2,1,-2,0.438,0,0
CL100452,1479385.0,1850772.0,2.1,4,0.329,178,0.667,0,1,1,0.565,0,0
CL100453,3115883.0,2588564.0,18.7,3,0.62,94,0.768,0,0,0,0.55,1,1
CL100454,1857740.0,1390859.0,1.6,4,0.134,179,0.352,2,2,-2,0.133,0,0
CL100455,1629141.0,1976813.0,9.2,4,0.685,153,0.465,0,0,-2,0.337,0,0
CL100456,2295554.0,1745606.0,6.0,1,0.25,150,0.415,0,0,1,0.203,0,0
CL100457,1443208.0,8017856.0,0.7,2,0.289,22,0.469,0,0,-1,0.277,0,0
CL100458,1836139.0,2449065.0,2.7,1,0.578,94,0.426,0,0,-1,0.259,0,0
CL100459,1330494.0,4355382.0,5.9,2,0.234,117,0.519,0,0,1,0.74,0,0
CL100460,6467903.0,3058593.0,15.3,4,0.146,74,0.31,2,1,0,0.281,0,0
CL100461,2464826.0,1641916.0,9.8,2,0.21,64,0.819,1,0,0,0.582,0,0
CL100462,1706811.0,3549047.0,7.8,3,0.617,150,0.538,0,0,1,0.259,0,0
CL100463,2695219.0,6073055.0,5.5,1,0.484,141,0.438,0,0,-2,0.409,0,0
CL100464,2289482.0,1714391.0,2.8,4,0.652,155,0.289,1,0,1,0.248,0,1
CL100465,2168433.0,7034794.0,1.0,3,0.257,47,0.779,1,1,-1,0.225,0,0
CL100466,3292255.0,2202702.0,4.2,2,0.554,91,0.534,0,0,-2,0.311,0,1
CL100467,3536874.0,2847384.0,0.2,2,0.545,21,0.73,0,0,-1,0.258,0,0
CL100468,1857514.0,5789047.0,1.9,3,0.516,31,0.189,0,0,-1,0.742,0,1
CL100469,1815898.0,2509502.0,4.5,2,0.334,121,0.751,1,0,-2,0.232,0,0
CL100470,2110582.0,4099200.0,4.3,1,0.227,38,0.544,2,0,1,0.262,0,1
CL100471,766078.0,3203378.0,0.4,5,0.65,39,0.143,0,0,-1,0.32,1,1
CL100472,1135297.0,4371241.0,7.1,2,0.124,164,0.952,0,0,-1,0.534,0,0
CL100473,4796692.0,754253.0,6.4,4,0.193,100,0.792,1,1,1,0.135,0,0
CL100474,5512252.0,1109281.0,0.7,2,0.31,11,0.642,1,0,0,0.354,0,1
CL100475,2138215.0,6145170.0,22.9,4,0.08,69,0.252,1,0,0,0.343,0,0
CL100476,3230923.0,8252502.0,0.8,2,0.268,34,0.48,0,1,1,0.215,0,0
CL100477,2829541.0,2110973.0,15.4,2,0.207,5,0.708,1,0,1,0.78,0,0
CL100478,11290141.0,3365813.0,0.0,4,0.623,20,0.517,1,0,1,0.349,0,1
CL100479,4238786.0,4907639.0,17.1,1,0.423,63,0.884,0,1,0,0.459,0,0
CL100480,2271705.0,6486621.0,0.2,5,0.371,45,0.849,0,1,-1,0.377,0,0
CL100481,1501882.0,965717.0,11.3,5,0.398,170,0.529,0,0,-2,0.323,0,0
CL100482,1084660.0,2147407.0,3.6,1,0.06,13,0.871,0,0,-2,0.497,0,0
CL100483,2681084.0,3163515.0,10.7,2,0.197,137,0.54,0,0,-2,0.356,0,1
CL100484,1659164.0,6531833.0,4.1,5,0.351,133,0.624,0,1,-2,0.182,0,0
CL100485,1189297.0,22951672.0,0.6,1,0.458,166,0.604,1,0,1,0.291,1,0
CL100486,1752780.0,3403776.0,11.7,1,0.321,94,0.854,1,0,0,0.855,0,0
CL100487,1410177.0,1491236.0,0.6,5,0.312,177,0.789,0,1,-1,0.607,0,0
CL100488,5629723.0,5291369.0,20.4,4,0.756,92,0.181,1,0,1,0.206,0,0
CL100489,3763349.0,10066232.0,0.4,3,0.176,101,0.848,1,0,0,0.459,0,0
CL100490,2412113.0,4306387.0,5.2,4,0.134,156,0.908,0,0,-2,0.499,0,0
CL100491,5075685.0,2116652.0,10.3,2,0.749,121,0.479,2,1,-2,0.439,1,0
CL100492,2517267.0,7807503.0,4.0,4,0.727,124,0.322,1,0,-2,0.187,0,0
CL100493,1574358.0,6353281.0,2.0,3,0.248,171,0.793,0,1,1,0.512,0,0
CL100494,5186461.0,1946889.0,11.4,3,0.332,169,0.242,1,0,1,0.454,0,0
CL100495,3170675.0,5214730.0,12.3,1,0.164,172,0.366,0,0,0,0.399,0,0
CL100496,1441763.0,8025110.0,20.5,2,0.216,157,0.732,1,1,-1,0.704,0,1
CL100497,2201899.0,9132253.0,3.8,1,0.893,68,0.793,0,0,1,0.334,0,0
CL100498,1563115.0,3811318.0,5.6,4,0.232,25,0.543,3,1,-2,0.31,0,1
CL100499,1212991.0,3107547.0,3.6,4,0.478,14,0.58,0,0,-1,0.234,1,0
CL100500,3848095.0,9427030.0,2.4,5,0.747,62,0.671,2,0,-1,0.117,0,0
CL100501,6291489.0,1711512.0,11.1,1,0.174,145,0.715,0,0,0,0.148,0,0
CL100502,1203466.0,5427589.0,3.3,1,0.195,117,0.863,0,0,0,0.682,1,0
CL100503,3209047.0,1530311.0,4.5,1,0.433,147,0.306,1,1,-1,0.051,0,1
CL100504,1749217.0,8416995.0,4.1,1,0.258,157,0.558,0,2,-1,0.548,1,0
CL100505,1898239.0,3332949.0,10.0,3,0.399,100,0.465,0,0,0,0.684,0,0
CL100506,1800911.0,9703607.0,20.0,5,0.519,66,0.171,0,0,1,0.04,0,0
CL100507,1572229.0,5632077.0,8.8,2,0.233,45,0.596,1,0,-1,0.523,0,0
CL100508,2481220.0,1695937.0,5.1,2,0.165,71,0.912,1,0,-1,0.18,0,0
CL100509,1598418.0,10823599.0,12.1,2,0.652,28,0.457,0,1,-1,0.248,0,0
CL100510,2772412.0,11826717.0,8.2,3,0.61,59,0.725,0,0,-2,0.655,0,0
CL100511,2361673.0,7404515.0,0.5,5,0.184,8,0.208,0,0,-2,0.327,0,0
CL100512,2149028.0,2342873.0,0.8,5,0.332,10,0.787,0,0,1,0.579,0,0
CL100513,1538346.0,3222894.0,0.3,3,0.459,21,0.181,0,0,0,0.221,0,0
CL100514,1815033.0,4420658.0,4.9,1,0.334,35,0.489,0,0,1,0.2,0,0
CL100515,3533133.0,2439742.0,14.0,4,0.318,4,0.812,0,0,1,0.408,0,0
CL100516,3111012.0,13054489.0,3.0,1,0.211,85,0.289,1,0,1,0.137,0,0
CL100517,1485441.0,4417253.0,3.9,2,0.261,25,0.166,0,0,-2,0.359,1,0
CL100518,2545063.0,601786.0,19.2,1,0.228,20,0.68,0,0,0,0.371,0,0
CL100519,3526067.0,5063402.0,14.5,3,0.508,96,0.88,0,0,0,0.105,0,0
CL100520,1051047.0,3129206.0,8.8,2,0.529,96,0.755,1,2,1,0.158,1,0
CL100521,3177738.0,3788768.0,2.5,4,0.039,127,0.901,0,0,1,0.323,0,0
CL100522,1738769.0,3084705.0,1.0,2,0.168,22,0.823,2,0,-1,0.766,0,0
CL100523,3221312.0,7024626.0,0.1,1,0.214,49,0.967,1,0,0,0.185,0,0
CL100524,1653443.0,8743153.0,0.9,5,0.545,89,0.208,1,0,-2,0.194,1,0
CL100525,982209.0,4867725.0,2.8,5,0.239,6,0.754,0,0,-2,0.342,1,1
CL100526,1073279.0,3148643.0,6.4,5,0.228,179,0.693,1,0,1,0.178,0,0
CL100527,2480678.0,3878907.0,0.5,2,0.289,155,0.926,0,0,0,0.198,1,0
CL100528,2757572.0,4047944.0,1.2,5,0.37,146,0.876,0,1,-2,0.647,0,1
CL100529,1540845.0,2276840.0,1.6,3,0.451,12,0.233,0,0,-1,0.327,0,1
CL100530,3332710.0,5987892.0,8.0,4,0.393,28,0.807,0,0,-1,0.61,0,0
CL100531,1055199.0,5509749.0,7.7,5,0.041,19,0.71,0,0,-1,0.483,1,0
CL100532,2343041.0,11737611.0,6.4,3,0.38,43,0.944,1,0,1,0.413,1,0
CL100533,1321783.0,9614134.0,2.3,3,0.214,99,0.571,0,0,0,0.189,1,0
CL100534,1748173.0,2470738.0,3.7,2,0.104,143,0.818,0,0,-2,0.226,1,0
CL100535,2479827.0,7090092.0,0.8,2,0.576,36,0.831,0,0,0,0.368,0,0
CL100536,1575043.0,2052015.0,2.1,4,0.275,97,0.824,1,0,-2,0.327,0,1
CL100537,1998130.0,6498958.0,18.2,4,0.37,85,0.288,1,0,1,0.359,0,0
CL100538,4005370.0,2781136.0,31.2,1,0.464,42,0.321,0,0,0,0.138,1,0
CL100539,1814924.0,1950747.0,8.3,4,0.311,91,0.979,0,0,-2,0.167,0,0
CL100540,3677876.0,4857487.0,19.9,2,0.084,126,0.675,1,0,0,0.151,0,1
CL100541,1376627.0,614032.0,8.2,3,0.349,45,0.886,0,0,-1,0.175,0,0
CL100542,3156272.0,1172111.0,0.3,1,0.424,30,0.465,1,0,0,0.281,0,0
CL100543,4979222.0,3526286.0,45.9,4,0.218,39,0.916,1,1,1,0.44,0,0
CL100544,703750.0,4229986.0,0.8,3,0.286,174,0.591,0,0,-2,0.462,1,0
CL100545,1625868.0,3083195.0,9.2,2,0.219,30,0.281,0,1,-2,0.464,0,1
CL100546,3231756.0,1321654.0,2.3,5,0.05,109,0.388,0,0,0,0.199,0,0
CL100547,2187954.0,2252330.0,4.0,1,0.523,88,0.93,0,1,1,0.225,0,0
CL100548,2915561.0,5250566.0,8.3,3,0.16,86,0.87,0,0,0,0.446,0,0
CL100549,1790503.0,5999863.0,4.6,2,0.297,37,0.717,0,0,1,0.096,1,0
CL100550,2528900.0,3947701.0,2.3,2,0.328,90,0.827,0,0,1,0.363,0,1
CL100551,2240392.0,8973476.0,3.3,1,0.128,150,0.575,0,1,-2,0.395,0,0
CL100552,4342197.0,5273358.0,3.3,1,0.195,97,0.505,0,0,-1,0.548,1,0
CL100553,2750272.0,2366165.0,25.6,4,0.294,24,0.252,0,0,0,0.333,0,0
CL100554,2867070.0,3280966.0,12.8,4,0.363,69,0.703,1,0,-2,0.699,1,0
CL100555,1971020.0,1495534.0,4.9,1,0.205,88,0.371,1,1,0,0.426,0,0
CL100556,1897783.0,3701700.0,1.8,1,0.727,99,0.66,0,0,-1,0.377,0,0
CL100557,1950743.0,8696841.0,13.3,3,0.193,122,0.626,0,0,-2,0.629,1,0
CL100558,2949736.0,6450725.0,1.4,4,0.14,86,0.598,1,0,1,0.65,0,0
CL100559,1962064.0,10653580.0,1.9,2,0.25,161,0.472,0,0,1,0.446,0,1
CL100560,2799321.0,3229960.0,3.6,4,0.25,17,0.406,0,0,-2,0.668,0,0
CL100561,6835912.0,10244688.0,17.0,4,0.327,12,0.715,0,2,-2,0.382,0,1
CL100562,3743615.0,3487470.0,1.1,1,0.512,30,0.673,1,1,1,0.632,0,1
CL100563,2057471.0,11185284.0,1.0,1,0.17,141,0.127,1,1,1,0.616,0,0
CL100564,4415391.0,3932163.0,5.4,4,0.165,6,0.926,0,0,0,0.013,0,0
CL100565,1974770.0,6550566.0,2.6,5,0.206,125,0.721,0,1,-2,0.857,0,1
CL100566,874089.0,11212936.0,6.7,5,0.349,11,0.164,1,0,-2,0.303,0,0
CL100567,1462937.0,3487169.0,4.8,4,0.685,128,0.809,1,1,-2,0.394,0,0
CL100568,950368.0,4652300.0,4.6,5,0.374,124,0.735,0,0,-2,0.219,0,0
CL100569,2031415.0,9842343.0,1.0,4,0.15,60,0.817,0,0,-2,0.307,1,0
CL100570,2444153.0,3637830.0,1.2,1,0.33,10,0.802,1,1,1,0.686,0,0
CL100571,5599672.0,1583860.0,13.8,1,0.274,16,0.787,0,0,0,0.274,0,0
CL100572,2851808.0,17896307.0,17.4,1,0.445,84,0.677,0,0,1,0.54,1,0
CL100573,2170460.0,2873855.0,2.1,2,0.214,170,0.626,0,0,-1,0.568,0,0
CL100574,3666334.0,4462096.0,1.0,1,0.595,172,0.585,0,0,-1,0.312,0,1
CL100575,801654.0,8968282.0,0.4,1,0.381,147,0.409,0,0,1,0.364,0,1
CL100576,2724532.0,2607896.0,7.5,4,0.091,100,0.825,0,0,-1,0.124,0,0
CL100577,3560575.0,1971869.0,10.1,5,0.285,15,0.801,1,0,1,0.392,0,0
CL100578,1156267.0,4768852.0,3.7,5,0.437,85,0.315,0,0,-2,0.579,1,0
CL100579,4290342.0,1138072.0,9.1,1,0.354,39,0.917,0,2,1,0.681,0,0
CL100580,2868352.0,3264006.0,10.0,1,0.329,5,0.809,1,0,1,0.319,0,0
